sku,selling_price,stock_status,availability_status
1000000213867,2.0,0,0
1000000215946,2.0,0,0
1000000294,20.0,0,0
1000000520576,1.5,1,1
10000007812,5.5,0,0
1000000788,3.75,0,0
1000001004,13.95,1,1
100000102,1.75,1,1
100000103,1.75,1,1
100000104,1.75,1,1
100000105,1.75,1,1
100000106,1.75,1,1
10000012510,14.5,0,0
100000322,0.95,1,1
10000032210,6.0,0,0
100000340,9.5,1,1
10000037620,55.0,0,0
100000380,9.0,1,1
100000382,14.5,0,0
100000394,2.0,1,1
100000395,1.5,1,1
100000430,0.5,1,1
10000043012,3.5,1,1
10000043020,5.5,1,1
10000043050,10.0,1,1
100000433,5.0,1,1
100000436,8.5,1,1
100000441,1.5,1,1
10000044620,60.0,0,0
100000707,79.99,0,0
100000730,56.99,0,0
100000743,0.5,0,0
1000007454,29.5,0,0
1000007464,29.5,0,0
1000007474,29.5,0,0
1000007694,29.5,0,0
10000090410,66.0,0,0
1000009922920,11.0,1,1
1000009922937,20.5,1,1
100001019,6.5,1,1
100001020,14.5,1,1
100001033,18.95,1,1
1000010523,8.5,1,1
100001085,3.95,1,1
100001328,2.0,1,1
1000013752,7.75,1,1
1000017656,12.5,0,0
1000017726,29.0,0,0
1000018025,20.99,0,0
1000018045,23.5,0,0
1000018055,10.95,0,0
1000018104,19.99,0,0
1000018124,19.99,0,0
10000181610,16.5,1,1
10000181710,17.5,0,0
1000018226,26.5,1,1
1000018266,17.95,0,0
1000018276,17.95,0,0
100001875,6.0,0,0
1000019376,7.5,1,1
1000019386,7.5,1,1
100001942,1.5,1,1
100001947,1.5,1,1
1000019656,29.95,0,0
10000213212,15.0,0,0
10000214412,20.0,0,0
100002171,1.5,1,1
100002172,1.5,1,1
100002173,1.5,1,1
1000026594,29.5,0,0
1000026614,29.5,0,0
1000026626,32.5,0,0
1000026636,32.5,0,0
100002681,5.0,1,1
100002682,5.0,1,1
1000026935,14.0,1,1
100003010,1.0,1,1
100003011,0.5,0,0
100003012,1.0,1,1
1000031506,8.5,1,1
1000036426,25.5,0,0
100003691,23.0,1,1
100003692,25.0,1,1
1000038292,34.95,0,0
1000041156,27.0,0,0
10000412318,35.0,0,0
10000412912,39.0,0,0
10000413012,58.0,0,0
10000413112,68.0,0,0
10000413512,27.0,0,0
10000413612,55.0,0,0
10000413712,95.0,0,0
100004142,2.0,1,1
100004160,6.5,0,0
1000041766,21.0,1,1
1000041906,15.0,0,0
10000419212,88.0,0,0
10000419312,85.0,0,0
10000455312,88.0,0,0
10000455912,49.0,0,0
1000046312,8.95,0,0
100004681,3.5,0,0
100004682,3.0,1,1
100004687,2.5,0,0
100004688,3.0,0,0
100004695,18.0,1,1
10000470112,110.0,0,0
100004726,4.0,1,1
100004727,7.0,0,0
1000047556,14.0,0,0
1000048942,18.0,1,1
1000050012,31.99,0,0
10000534118,52.0,0,0
10000534512,32.0,0,0
10000534612,32.0,0,0
10000534812,52.0,0,0
10000534912,58.0,0,0
1000055422,9.5,0,0
1000056122,29.0,0,0
1000056343,15.95,1,1
100005768,3.5,0,0
10000601612,14.95,0,0
100006430,0.25,1,1
100006431,0.25,1,1
10000674910,11.95,1,1
10000674912,13.5,1,1
100006766,0.5,0,0
1000067734,9.95,0,0
10000688912,10.99,0,0
1000069655,19.95,0,0
1000070572,3.5,0,0
1000070614,3.0,1,1
1000070952,3.5,1,1
10000738212,15.0,0,0
1000074212,16.0,1,1
1000074242,12.95,1,1
100007665,3.0,0,0
100007669,0.25,0,0
100007671,0.75,0,0
100007675,1.0,1,1
10000767512,9.99,0,0
10000767612,8.99,0,0
1000076766,2.0,0,0
100007870,7.0,0,0
1000078774,4.5,0,0
100007961,0.5,0,0
100007973,0.5,1,1
100007976,1.0,0,0
100007978,1.0,1,1
1000080766,15.0,0,0
100008085,6.0,1,1
100008106,5.0,0,0
100008288,2.0,0,0
100008291,0.5,0,0
100008293,1.0,1,1
100008296,1.0,0,0
100008310,1.0,1,1
100008446,4.0,1,1
100008447,6.0,1,1
10000873350,42.0,0,0
100008734,25.0,0,0
100008824,1.0,0,0
100009078,5.5,0,0
100009258,8.0,0,0
100009803,0.5,1,1
100009824,0.75,1,1
100010024,5.5,1,1
100010095,12.0,0,0
100010126,3.5,0,0
100010133,9.95,0,0
100010206,4.0,1,1
1000102306,9.99,0,0
1000102316,12.95,0,0
100010252,16.0,1,1
100010253,1.5,0,0
1000103016,12.5,0,0
10001032112,18.0,0,0
1000103266,26.5,1,1
10001056814,12.0,0,0
1000106383,13.95,0,0
100010915,0.25,1,1
100010916,1.5,0,0
1000109842,22.0,0,0
1000109942,34.95,0,0
1000109992,34.95,0,0
10001111012,72.0,0,0
1000116153,8.95,0,0
1000116163,8.95,1,1
10001181012,34.0,0,0
10001210912,15.0,0,0
1000121454,12.5,1,1
100012594,8.0,0,0
1000126116,16.5,0,0
100012896,2.0,0,0
100012900,0.5,0,0
1000134223,18.5,0,0
1000134486,25.5,1,1
100013733,2.5,0,0
1000141908,9.95,0,0
100014217,0.75,1,1
100014417,7.0,0,0
100014418,4.0,0,0
100014553,3.0,0,0
100014782,3.0,1,1
100014783,5.0,0,0
100014829,4.0,0,0
100014882,1.5,0,0
1000150776,4.99,0,0
1000150786,7.5,0,0
10001543745,85.0,0,0
100015501,8.0,1,1
1000155924,26.0,1,1
1000155996,17.95,0,0
10001581412,25.0,0,0
100015854,6.95,0,0
100015868,3.75,1,1
100015888,3.99,0,0
100016000,4.0,0,0
100016025,11.5,0,0
100016240,6.0,0,0
10001630012,22.0,0,0
1000163354,26.0,0,0
100016613,7.95,0,0
100017164,7.95,1,1
1000171724,12.95,0,0
10001742512,24.0,0,0
100017646,80.0,0,0
1000179502,8.5,0,0
100018466,1.5,0,0
100018528,5.0,0,0
100018639,3.95,1,1
100018953,3.0,0,0
100019037,0.25,1,1
100019042,0.75,0,0
100019128,1.0,1,1
100019139,1.0,1,1
100019200,1.5,0,0
100019381,1.5,1,1
100019413,2.0,1,1
10001950612,35.0,1,1
1000200936,10.95,0,0
100020591,12.99,0,0
100020886,1.0,1,1
100022161,7.5,0,0
100022723,18.0,0,0
100022827,2.5,0,0
100023126,2.0,0,0
100023177,1.5,1,1
100023600,1.5,0,0
100023830,1.0,1,1
100024011,7.0,0,0
1000243423,10.95,0,0
100024350,1.5,0,0
100024497,1.0,1,1
100024582,5.0,0,0
100024583,5.0,0,0
100024584,5.0,0,0
1000254836,18.5,0,0
100026054,0.5,1,1
10002605410,6.5,1,1
100026371,3.0,0,0
100026379,4.0,0,0
1000268596,12.5,0,0
1000270125,12.5,0,0
100027078,10.0,0,0
100027352,1.5,0,0
100027354,2.0,0,0
100027384,7.0,0,0
1000280856,17.95,0,0
100028180,8.0,0,0
1000282844988,5.0,0,0
100028317,4.0,0,0
100028780,6.95,0,0
100028783,1.99,0,0
100028821,15.0,0,0
100028838,3.0,1,1
100028850,1.0,0,0
10002929312,22.0,0,0
100029447,15.0,0,0
100030022,0.25,0,0
100030125,5.0,0,0
10003018712,22.0,0,0
100030274,0.25,1,1
100030676,14.0,1,1
100030968,1.0,0,0
100031094,4.0,0,0
100031232,5.0,0,0
100031351,2.0,0,0
1000317466,12.0,0,0
100032576,0.5,1,1
100035381,5.0,0,0
100035794,5.0,1,1
100036499,13.0,0,0
100036598,5.95,1,1
100036879,2.0,1,1
100038074,6.5,1,1
10003808714,16.0,0,0
100038282,5.0,1,1
100038286,3.5,1,1
100038668,4.5,0,0
100038676,3.0,0,0
100038695,2.0,0,0
100039946,1.0,0,0
10003994630,17.95,0,0
100040105,8.5,1,1
100041125,1.0,0,0
100041300,12.0,0,0
100041901,2.0,0,0
1000419014,10.0,0,0
1000419018,10.0,0,0
1000425116,6.75,0,0
1000425126,7.0,1,1
1000425136,6.75,0,0
10004281712,48.0,0,0
10004282212,45.0,0,0
100043722,12.5,0,0
1000445754,29.99,0,0
10004474312,11.0,0,0
10004474412,8.0,1,1
10004474512,9.5,0,0
100045673,16.5,0,0
100045847,6.5,0,0
100046256,5.0,0,0
100047036,2.5,0,0
100047997,30.0,1,1
10004891112,58.0,0,0
100049164,19.0,0,0
100049171,8.0,0,0
100049911,9.49,1,1
100050723,0.5,0,0
100050736,4.5,0,0
100050817,29.0,0,0
100050823,7.5,1,1
100051183,1.0,1,1
10005119312,76.0,0,0
100051650,1.0,0,0
100051709,1.0,1,1
10005309118,25.0,0,0
1000530956,8.5,0,0
100054864,1.0,1,1
100055535,15.99,0,0
1000570766,17.95,0,0
100057595,19.0,0,0
1000594294,29.5,0,0
10005971212,65.0,0,0
100059925,65.95,0,0
100059948,13.0,0,0
100060550,19.95,0,0
1000610762,15.5,1,1
100062522,10.0,0,0
100062552,2.0,1,1
100062770,5.95,0,0
100062946,6.0,0,0
100062955,85.0,0,0
1000630253,19.95,1,1
100063090,13.99,0,0
100064197,3.0,0,0
100065338,0.49,0,0
100067198,9.5,0,0
1000672333,10.0,0,0
10006749348,52.5,0,0
10006858212,60.0,0,0
100068931,1.0,0,0
100069253,2.0,1,1
100069840,0.5,1,1
100070397,1.0,1,1
100071180,17.99,0,0
10007151112,58.0,0,0
1000718786,7.0,0,0
10007187912,6.95,0,0
100071950,0.5,1,1
100072467,5.99,0,0
100073877,56.0,0,0
100073905,1.0,0,0
100075600,19.0,0,0
1000759331,0.5,0,0
10007593330,9.0,0,0
100076454,4.0,0,0
100077408,3.0,0,0
100077409,55.0,0,0
100077695,6.0,1,1
100077900,32.0,0,0
100078149,34.0,0,0
100078186,8.0,1,1
100078683,1.0,0,0
100079763,11.99,0,0
100079768,15.0,0,0
10007976924,6.95,0,0
1000802906,10.95,0,0
1000805174,6.99,1,1
100082466,1.5,0,0
100082925,2.5,0,0
100083767,8.45,0,0
100084417,3.99,0,0
100085298,17.0,0,0
100087418,8.99,0,0
1000874992,6.99,0,0
100087890,26.0,0,0
100088131,9.0,0,0
1000901001082,10.0,0,0
100090496,1.0,0,0
100090591,1.5,1,1
100090603,1.0,0,0
100090635,1.25,0,0
100091656,12.95,1,1
100091897,18.0,1,1
100092083,8.0,0,0
100092341,12.0,0,0
100092566,2.5,1,1
100092567,2.0,1,1
100093032,2.0,1,1
1000931533,45.95,1,1
100093239,0.5,1,1
10009323950,4.0,0,0
100093339,3.99,1,1
10009366910,11.25,1,1
100093881,19.95,0,0
100093908,12.0,1,1
100094182,10.0,0,0
100094475,3.5,0,0
100094969,2.0,0,0
100099425,12.0,0,0
100099465,8.5,0,0
100099579,11.5,1,1
100099580,6.5,1,1
100099581,11.95,1,1
100099582,6.5,1,1
100099585,24.5,0,0
100099593,7.5,1,1
100099594,8.0,1,1
100099595,5.5,1,1
100099596,10.5,1,1
100099597,11.99,0,0
100099602,6.95,1,1
100099609,4.99,1,1
100099611,1.5,1,1
100099627,11.5,0,0
100099668,5.0,0,0
1001000408,13.95,1,1
