item_code,name,units,mrp,cost,stock
100150705.0,Laban Jelly Man Chewingum 19.5Gm,PCS,1.5,0.0,0.0
100150706.0,Laban Jelly Man Chewingum 61.6Gm,PCS,4.5,0.0,0.0
100155030.0,Center Fruit Chewingum 2.8Gm Spearmint,PCS,0.5,0.0,324.0
100155030.0,Center Fruit Chewingum 2.8Gm Spearmint,JAR,35.0,0.0,324.0
100164755.0,Action Chewing Gum 25Gm Watermelon,PCS,3.5,0.0,0.0
100164756.0,Action Chewing Gum 25Gm Berries,PCS,4.0,0.0,0.0
100164757.0,Nature Dent Chewing Gum 12.5Gm Cardamom,PCS,3.99,0.0,0.0
100164758.0,Nature Dent Chewing Gum 12.5Gm Saffron,PCS,3.99,0.0,0.0
100170004.0,Benhe Chew Candy Bag 200Gm,PCS,7.5,0.0,6.0
100172207.0,Chupa Chups Magic Cubes 86Gm Gum Bottle,OUT,73.0,0.0,0.0
100172207.0,Chupa Chups Magic Cubes 86Gm Gum Bottle,PCS,13.0,0.0,0.0
100185653.0,Mentos Incre Chew 28X45Gm Asstd Hanger,PCS,69.5,0.0,0.0
100188501.0,Mentos Incredible Chew 45Gm Cola,PCS,3.75,0.0,67.0
100193850.0,Wrigley`S Airwaves Chewing Gum 46`S  Bla,PCS,11.5,0.0,1.0
100193851.0,Wrigley`S Airwaves Chewing Gum 46`S Ment,PCS,11.5,0.0,1.0
100193852.0,Wrigley`S Airwaves Chewing Gum Pellet Bl,PCS,2.5,0.0,23.0
100193853.0,Wrigley`S Airwaves Chewing Gum Pellet Me,PCS,2.5,0.0,20.0
100193854.0,Wrigley`S Extra Refreshers Pellet 15.6Gm,PCS,4.0,0.0,13.0
100193855.0,Wrigley`S Extra Refresher Chewing Gum 67,PCS,13.95,0.0,4.0
100198046.0,Mentos Pf Spearmint Nano Botle Gum 20Gm,PCS,4.5,0.0,36.0
100198047.0,Mentos Air Action Gum 17.5Gm,PCS,4.5,0.0,39.0
100198048.0,Mentos Air Action Gum 49Gm,PCS,9.95,0.0,8.0
100198049.0,Mentos Air Action Gum 87.5Gm,PCS,14.95,0.0,3.0
100006458.0,Astor Wafer Stick Pkt 40Gm Chocolate,PCS,3.5,0.0,33.0
100006459.0,Meiji Yan Yan Cup Chocolate 50Gm,OUT,40.0,0.0,6.0
100006459.0,Meiji Yan Yan Cup Chocolate 50Gm,PCS,4.75,0.0,6.0
100006461.0,Meiji Yan Yan Cup Hazelnut 44Gm,PCS,4.75,0.0,20.0
100006462.0,Meiji Yan Yan Cup Strawberry 50Gm,PCS,4.75,0.0,13.0
100006462.0,Meiji Yan Yan Cup Strawberry 50Gm,OUT,36.0,0.0,13.0
100006629.0,Loacker Napolitaner Wafer 45Gm,PKT,35.0,0.0,26.0
100006629.0,Loacker Napolitaner Wafer 45Gm,PCS,3.75,0.0,26.0
100015943.0,Loacker Napolitaner Wafer 90Gm,PCS,6.0,0.0,0.0
100026782.0,Nature Valley Crunchy Bars 42Gm Oats Hon,OUT,16.3,0.0,0.0
100026782.0,Nature Valley Crunchy Bars 42Gm Oats Hon,PCS,3.15,0.0,0.0
100026783.0,Nature Valley 42Gm Apple Crunch,PCS,3.15,0.0,0.0
100026783.0,Nature Valley 42Gm Apple Crunch,OUT,16.3,0.0,0.0
100027792.0,Modern Fresh Bite Energy Bar,PCS,4.99,0.0,4.0
100027792.0,Modern Fresh Bite Energy Bar,OUT,44.0,0.0,4.0
100027793.0,Modern Fresh Bite Date Delight 50Gm,OUT,26.0,0.0,11.0
100027793.0,Modern Fresh Bite Date Delight 50Gm,PCS,1.5,0.0,11.0
100028406.0,Al Karamah Date Maamoul 31Gm,PCS,0.8,0.0,0.0
100028810.0,Quaker Oat Cookies 9Gm Apple&Cinnamon,PCS,1.05,0.0,0.0
100028810.0,Quaker Oat Cookies 9Gm Apple&Cinnamon,OUT,21.0,0.0,0.0
100028810.0,Quaker Oat Cookies 9Gm Apple&Cinnamon,PKT,3.7,0.0,0.0
100030017.0,Ulker Rulokat 24Gm Hazelnut,PCS,1.5,0.0,17.0
100064196.0,Meiji Yan Yan Cup Chocomilk 44Gm,PCS,4.75,0.0,0.0
100064196.0,Meiji Yan Yan Cup Chocomilk 44Gm,OUT,35.0,0.0,0.0
100069441.0,Yaumi Choco Wafer 30Gm,OUT,14.99,0.0,25.0
100069441.0,Yaumi Choco Wafer 30Gm,PCS,1.0,0.0,25.0
100100497.0,Astor Wafer Stick Mini 20Gm Chocolate,PCS,1.25,0.0,0.0
100116234.0,Stick-O Wafer Stick 380Gm Chocolate,PCS,9.95,0.0,1.0
100120397.0,Sun Feast Dark Fantasy Wafer Rolls 150Gm,PCS,10.5,0.0,35.0
100132303.0,Galaxy Wafer  22.5Gm Flutes Cream,PCS,1.5,0.0,0.0
100132304.0,Twix Wafer 22.5Gm Caramel,PCS,1.5,0.0,0.0
100133669.0,Cadbury Choco Bakes 150Gm,PCS,6.99,0.0,0.0
100144458.0,Cadbury Cookies167Gm Chocobakes Choco Ch,PCS,3.99,0.0,0.0
100161422.0,Galaxy Brix Wafer 25Gm,PCS,1.99,0.0,0.0
100175842.0,Choco Wafer Mini Chcolate 140Gm Orange,PCS,1.95,0.0,0.0
100175843.0,Choco Wafer Mini Chcolate 140Gm Coconut,PCS,3.95,0.0,0.0
100175844.0,Choco Wafer Mini Chcolate 140Gm Hazelnut,PCS,4.95,0.0,0.0
100001364.0,Galaxy Hazelnut 40Gm Chocolate,PCS,3.25,0.0,0.0
100001364.0,Galaxy Hazelnut 40Gm Chocolate,OUT,69.3,0.0,0.0
100001365.0,Galaxy Caramel 40Gm Chocolate,PCS,4.0,0.0,30.0
100001366.0,Galaxy Crispy 36Gm Chocolate,PCS,4.0,0.0,14.0
100001367.0,Galaxy Fruit&Nut 40Gm Chocolate,PCS,3.25,0.0,0.0
100001367.0,Galaxy Fruit&Nut 40Gm Chocolate,OUT,69.3,0.0,0.0
100001368.0,Galaxy Smooth Milk 40Gm Chocolate,PCS,3.25,0.0,0.0
100001368.0,Galaxy Smooth Milk 40Gm Chocolate,OUT,69.0,0.0,0.0
100001369.0,Galaxy Smooth Milk 90Gm Chocolate,OUT,52.5,0.0,0.0
100001369.0,Galaxy Smooth Milk 90Gm Chocolate,PCS,5.5,0.0,0.0
100001369.0,Galaxy Smooth Milk 90Gm Chocolate,PKT,12.95,0.0,0.0
100001370.0,Galaxy Flutes 45Gm 4 Finger Chocolate,P2,5.99,0.0,7.0
100001370.0,Galaxy Flutes 45Gm 4 Finger Chocolate,OUT,32.0,0.0,7.0
100001370.0,Galaxy Flutes 45Gm 4 Finger Chocolate,PCS,3.5,0.0,7.0
100001372.0,M&M Minis 30Gm Tube Chocolate,OUT,74.0,0.0,38.0
100001372.0,M&M Minis 30Gm Tube Chocolate,PCS,3.75,0.0,38.0
100001373.0,M&M Peanut Chocolate 45Gm Pouch,PCS,5.0,0.0,56.0
100001373.0,M&M Peanut Chocolate 45Gm Pouch,BOX,160.0,0.0,56.0
100001374.0,M&M Milk Chocolate 45Gm Pouch,PCS,5.0,0.0,76.0
100001374.0,M&M Milk Chocolate 45Gm Pouch,PKT,16.95,0.0,76.0
100001375.0,Mars Chocolate 51Gm,PCS,3.5,0.0,16.0
100001375.0,Mars Chocolate 51Gm,OUT,85.0,0.0,16.0
100001375.0,Mars Chocolate 51Gm,BOX,127.0,0.0,16.0
100001376.0,Mars Chocolate 33Gm,OUT,34.0,0.0,0.0
100001376.0,Mars Chocolate 33Gm,PCS,1.75,0.0,0.0
100001377.0,Snickers Chocolate 47Gm Extra Caramel,OUT,70.35,0.0,0.0
100001377.0,Snickers Chocolate 47Gm Extra Caramel,PCS,3.15,0.0,0.0
100001378.0,Bounty Chocolate 57Gm,OUT,65.0,0.0,10.0
100001378.0,Bounty Chocolate 57Gm,PCS,3.5,0.0,10.0
100001379.0,Twix Top Chocolate 21Gm,OUT,18.9,0.0,0.0
100001379.0,Twix Top Chocolate 21Gm,PCS,1.75,0.0,0.0
100001393.0,Bounty Chocolate 85Gm,PCS,4.5,0.0,0.0
100001393.0,Bounty Chocolate 85Gm,OUT,81.9,0.0,0.0
100001395.0,Twix Xtra Chocolate 75Gm,PCS,4.75,0.0,1.0
100001396.0,Twix Chocolate 50Gm,PCS,4.0,0.0,2.0
100001397.0,Snickers Chocolate 80Gm,OUT,78.75,0.0,0.0
100001397.0,Snickers Chocolate 80Gm,PCS,3.75,0.0,0.0
100001398.0,Galaxy Flutes 22.5Gm 2 Finger Chocolate,P2,2.75,0.0,162.0
100001398.0,Galaxy Flutes 22.5Gm 2 Finger Chocolate,PCS,1.5,0.0,162.0
100001399.0,Maltesers Chocolate 37Gm,PCS,3.5,0.0,113.0
100001399.0,Maltesers Chocolate 37Gm,BNDL,12.95,0.0,113.0
100001400.0,Maltesers Chocolate 175Gm,PCS,16.5,0.0,17.0
100001400.0,Maltesers Chocolate 175Gm,OUT,27.0,0.0,17.0
100001401.0,Snickers Chocolate 32Gm,OUT,38.0,0.0,0.0
100001401.0,Snickers Chocolate 32Gm,PCS,1.75,0.0,0.0
100001402.0,Snickers Chocolate 50Gm,PCS,3.0,0.0,5.0
100001402.0,Snickers Chocolate 50Gm,OUT,58.0,0.0,5.0
100001403.0,Bounty Chocolate 285Gm(5X57Gm),PCS,12.95,0.0,3.0
100001403.0,Bounty Chocolate 285Gm(5X57Gm),OUT,24.95,0.0,3.0
100001404.0,M&M Milk Chocolate 180Gm Pouch,PCS,12.99,0.0,0.0
100001405.0,M&M Peanut Chocolate 180Gm Pouch,PCS,11.0,0.0,0.0
100001406.0,Galaxy Ripple Chocolate 25Gm,OUT,34.65,0.0,0.0
100001406.0,Galaxy Ripple Chocolate 25Gm,PCS,1.75,0.0,0.0
100001479.0,Galaxy Jewels Chocolate 650Gm,PCS,39.99,0.0,0.0
100001480.0,Galaxy Jewels Chocolate 400Gm,PCS,35.95,0.0,12.0
100001480.0,Galaxy Jewels Chocolate 400Gm,OUT,64.95,0.0,12.0
100001481.0,Galaxy Jewels Chocolate 200Gm,OUT,40.0,0.0,17.0
100001481.0,Galaxy Jewels Chocolate 200Gm,PCS,22.5,0.0,17.0
100001482.0,Galaxy Minis 400Gm(32 Bars),PCS,28.95,0.0,0.0
100001483.0,Galaxy Minis 250Gm Hazelnut(20 Bars),PCS,17.0,0.0,0.0
100001484.0,Galaxy Minis 250Gm Smooth Milk(20 Bars),PCS,17.0,0.0,0.0
100001484.0,Galaxy Minis 250Gm Smooth Milk(20 Bars),OUT,28.0,0.0,0.0
100001485.0,Galaxy Minis 150Gm Smooth Milk(12 Bars),PCS,12.5,0.0,0.0
100001486.0,Snickers Minis 270Gm(15 Bars),PCS,15.75,0.0,0.0
100001488.0,Mars Minis 144Gm(8 Bars),PCS,10.0,0.0,0.0
100001489.0,Mars Minis 270Gm(15 Bars),PCS,15.75,0.0,0.0
100001490.0,Bounty Minis 15`S 427.5Gm,PCS,17.0,0.0,0.0
100001490.0,Bounty Minis 15`S 427.5Gm,OUT,25.95,0.0,0.0
100001491.0,Twix Minis 300Gm(15 Bars),PCS,18.5,0.0,0.0
100001491.0,Twix Minis 300Gm(15 Bars),OUT,34.5,0.0,0.0
100001492.0,Galaxy Mixed Minis 500Gm(25 Bars),PCS,22.99,0.0,0.0
100001493.0,Galaxy Smooth Milk Chocolate 5X40Gm Pack,PCS,12.5,0.0,0.0
100001495.0,M&M Milk Chocolate 100Gm Jar,PCS,10.5,0.0,0.0
100001496.0,Snickers Chocolate 300Gm(6X50Gm),PCS,14.5,0.0,0.0
100001496.0,Snickers Chocolate 300Gm(6X50Gm),OUT,27.5,0.0,0.0
100001497.0,Twix Chocolate 250Gm 5X50Gm,PCS,11.5,0.0,0.0
100001497.0,Twix Chocolate 250Gm 5X50Gm,OUT,19.95,0.0,0.0
100001499.0,Mars Chocolate 306Gm(6X51Gm),PCS,13.5,0.0,0.0
100001499.0,Mars Chocolate 306Gm(6X51Gm),OUT,20.0,0.0,0.0
100001573.0,Vochelle Chocolate 100Gm Fruit&Nuts,PCS,8.0,0.0,0.0
100001575.0,Quanta Fiory Chocolate 30Gm Caramel,BNDL,14.0,0.0,72.0
100001575.0,Quanta Fiory Chocolate 30Gm Caramel,PCS,1.5,0.0,72.0
100001575.0,Quanta Fiory Chocolate 30Gm Caramel,OUT,13.0,0.0,72.0
100001576.0,Quanta  Fiory Chocolate 28Gm Milk,BNDL,15.0,0.0,31.0
100001576.0,Quanta  Fiory Chocolate 28Gm Milk,PCS,1.5,0.0,31.0
100001576.0,Quanta  Fiory Chocolate 28Gm Milk,OUT,13.0,0.0,31.0
100001577.0,Raffaello Choclate 30Gm,PKT,6.5,0.0,38.0
100001577.0,Raffaello Choclate 30Gm,OUT,49.0,0.0,38.0
100001577.0,Raffaello Choclate 30Gm,PCS,4.5,0.0,38.0
100001578.0,Raffaello Chocolate 150Gm,PCS,17.95,0.0,7.0
100001579.0,Raffaello Choclate 230Gm,PCS,27.95,0.0,8.0
100001580.0,Ferrero Rocher Chocolate 37Gm,OUT,75.0,0.0,49.0
100001580.0,Ferrero Rocher Chocolate 37Gm,PCS,5.5,0.0,49.0
100001581.0,Brown & Haley Cashew Roca Chocolate 180G,PCS,16.3,0.0,0.0
100001589.0,Almendro Chocolate 200Gm Guirlache Torta,PCS,24.15,0.0,0.0
100001590.0,Almendro Chocolate 200Gm Imperial Torta,PCS,24.15,0.0,0.0
100001591.0,Toffiffe Chocolate 125Gm,PCS,8.0,0.0,0.0
100001592.0,Tiffany Break 12X29Gm+Minis 6`S,PCS,15.0,0.0,0.0
100001593.0,Tiffany Break 12X21Gm+Minis 6Pcs,PCS,13.15,0.0,0.0
100001671.0,Mackintosh`S Chocolate 850Gm Tin,PCS,69.5,0.0,0.0
100001672.0,Mackintosh`S Chocolate 1.25Kg Tin,PCS,74.99,0.0,0.0
100001673.0,Mackintosh`S Chocolate 375Gm Tin,PCS,36.5,0.0,25.0
100001674.0,Mackintosh`S Chocolate 185Gm Nut&Caramel,PCS,16.8,0.0,0.0
100001675.0,Mackintosh`S Chocolate 185Gm Toffee Fing,PCS,16.8,0.0,0.0
100001676.0,Mackintosh`S Chocolate 400Gm Pouch,PCS,38.0,0.0,0.0
100001677.0,Mackintosh`S Chocolate 600Gm Pouch,PCS,43.5,0.0,0.0
100001681.0,Vochelle Chocolate 205Gm Almond,PCS,32.0,0.0,0.0
100001683.0,Ferrero Rocher Chocolate 300Gm,PCS,38.95,0.0,29.0
100001684.0,Ferrero Rocher Chocolate 200Gm,PCS,25.95,0.0,18.0
100001685.0,Ferrero Rocher Chocolate 375Gm,PCS,45.0,0.0,5.0
100001686.0,Vochelle Chocolate 205Gm Hazelnuts,PCS,32.0,0.0,0.0
100001687.0,Vochelle Chocolate 205Gm Fruit&Nuts,PCS,32.0,0.0,0.0
100001688.0,Monti Milk Chocolate 250Gm With Peanut,PCS,13.95,0.0,0.0
100001888.0,Nestle Kitkat 4Finger 6X41.5Gm,PKT,10.0,0.0,0.0
100001888.0,Nestle Kitkat 4Finger 6X41.5Gm,PCS,12.5,0.0,0.0
100001889.0,Nestle Kitkat 2Finger 12X21.5Gm,PCS,12.25,0.0,0.0
100001889.0,Nestle Kitkat 2Finger 12X21.5Gm,OUT,20.95,0.0,0.0
100001891.0,Nestle Kitkat 250Gm Chunky Mini Pouch,PCS,14.75,0.0,0.0
100001892.0,Nestle Kitkat 250Gm Mini,PCS,21.5,0.0,0.0
100001893.0,Nestle Kitkat 4Finger 41.5Gm,PCS,3.0,0.0,0.0
100001893.0,Nestle Kitkat 4Finger 41.5Gm,OUT,59.0,0.0,0.0
100001893.0,Nestle Kitkat 4Finger 41.5Gm,PKT,69.0,0.0,0.0
100001894.0,Nestle Kitkat 52.5Gm Chunky Caramel,PCS,3.75,0.0,0.0
100001894.0,Nestle Kitkat 52.5Gm Chunky Caramel,OUT,77.7,0.0,0.0
100001895.0,Nestle Kitkat 2Finger 20.5Gm,PCS,1.25,0.0,0.0
100001895.0,Nestle Kitkat 2Finger 20.5Gm,OUT,38.0,0.0,0.0
100001896.0,Nestle Kitkat Dark 41.5Gm Cocoa Plan,OUT,89.0,0.0,0.0
100001896.0,Nestle Kitkat Dark 41.5Gm Cocoa Plan,PCS,3.95,0.0,0.0
100001897.0,Vochelle Dairy Milk 90Gm Chocolate,PCS,6.0,0.0,0.0
100001898.0,Vochelle Fruit&Nut 90Gm Chocolate,PCS,5.25,0.0,0.0
100001899.0,Vochelle Almonds 90Gm Chocolate,PCS,5.25,0.0,0.0
100001900.0,Vochelle Hazelnuts 90Gm Chocolate,PCS,5.25,0.0,0.0
100001901.0,Vochelle Dairy Milk 45Gm Chocolate,PCS,3.25,0.0,0.0
100001901.0,Vochelle Dairy Milk 45Gm Chocolate,OUT,18.5,0.0,0.0
100001902.0,Vochelle Almonds 45Gm Chocolate,PCS,3.25,0.0,0.0
100001903.0,Vochelle Hazelnut 45Gm Chocolate,BOX,57.75,0.0,0.0
100001903.0,Vochelle Hazelnut 45Gm Chocolate,PCS,3.25,0.0,0.0
100001903.0,Vochelle Hazelnut 45Gm Chocolate,OUT,15.75,0.0,0.0
100001904.0,Nestle Minis Assorted 480Gm(36 Pcs),PCS,22.95,0.0,0.0
100001904.0,Nestle Minis Assorted 480Gm(36 Pcs),PKT,56.0,0.0,0.0
100001905.0,Nestle Milkybar 12Gm,PCS,1.25,0.0,50.0
100001905.0,Nestle Milkybar 12Gm,OUT,69.0,0.0,50.0
100001908.0,Lindt Lindor Chocolate 200Gm Assorted,PCS,25.95,0.0,0.0
100001909.0,Lindt Wafer Chocolate 35Gm,PCS,5.25,0.0,0.0
100001910.0,Lindt Chocolate 35Gm Double Milk,PCS,5.25,0.0,0.0
100001911.0,Lindt Excellence Milk 100Gm Extra Creamy,PCS,26.5,0.0,2.0
100001912.0,Lindt Swiss Classic 100Gm Raisins Chocol,PCS,13.0,0.0,0.0
100001913.0,Lindt Swiss Classic 100Gm Milk Chocolate,PCS,14.95,0.0,6.0
100001914.0,Lindt Swiss Classic 100Gm Almonds Chocol,PCS,16.95,0.0,3.0
100001918.0,Lindt Chocolate 35Gm Cresta,PCS,5.25,0.0,0.0
100002037.0,Kinder Chocolate 21Gm Maxi,OUT,47.5,0.0,73.0
100002037.0,Kinder Chocolate 21Gm Maxi,PKT,15.0,0.0,73.0
100002037.0,Kinder Chocolate 21Gm Maxi,PCS,1.5,0.0,73.0
100002038.0,Kinder Chocolate 100Gm,OUT,65.0,0.0,20.0
100002038.0,Kinder Chocolate 100Gm,PCS,8.5,0.0,20.0
100002039.0,Kinder Chocolate 43Gm Bueno,OUT,14.99,0.0,85.0
100002039.0,Kinder Chocolate 43Gm Bueno,PKT,16.99,0.0,85.0
100002039.0,Kinder Chocolate 43Gm Bueno,PCS,3.5,0.0,85.0
100002040.0,Kinder Chocolate 23.5Gm With Cereals,OUT,65.0,0.0,47.0
100002040.0,Kinder Chocolate 23.5Gm With Cereals,PCS,2.0,0.0,47.0
100002041.0,Kinder Chocolate 120Gm Mini Pouch,PCS,10.5,0.0,0.0
100002043.0,Kinder Chocolate 50Gm 4Bars,PCS,4.0,0.0,32.0
100002290.0,Toblerone Minis 200Gm Milk Chocolate,OUT,26.0,0.0,0.0
100002290.0,Toblerone Minis 200Gm Milk Chocolate,PCS,10.99,0.0,0.0
100002316.0,Cadbury Dairy Milk 234Gm Treat Size,PCS,14.7,0.0,0.0
100002317.0,Cadbury Dairy Milk 230Gm Chocolate,PKT,22.0,0.0,0.0
100002317.0,Cadbury Dairy Milk 230Gm Chocolate,PCS,14.95,0.0,0.0
100002317.0,Cadbury Dairy Milk 230Gm Chocolate,OUT,145.0,0.0,0.0
100002318.0,Cadbury Dairy Milk 230Gm Fruit&Nut,PKT,22.0,0.0,0.0
100002318.0,Cadbury Dairy Milk 230Gm Fruit&Nut,PCS,10.95,0.0,0.0
100002318.0,Cadbury Dairy Milk 230Gm Fruit&Nut,OUT,135.0,0.0,0.0
100002319.0,Cadbury Dairy Milk 227Gm Hazelnut,PKT,24.0,0.0,0.0
100002319.0,Cadbury Dairy Milk 227Gm Hazelnut,PCS,9.95,0.0,0.0
100002319.0,Cadbury Dairy Milk 227Gm Hazelnut,DZN,145.0,0.0,0.0
100002321.0,Cadbury Dairy Milk 100Gm Fruit&Nut,OUT,55.0,0.0,0.0
100002321.0,Cadbury Dairy Milk 100Gm Fruit&Nut,PKT,10.95,0.0,0.0
100002321.0,Cadbury Dairy Milk 100Gm Fruit&Nut,PCS,7.0,0.0,0.0
100002323.0,Cadbury Dairy Milk 87Gm Bubbly,PKT,13.95,0.0,103.0
100002323.0,Cadbury Dairy Milk 87Gm Bubbly,PCS,5.5,0.0,103.0
100002323.0,Cadbury Dairy Milk 87Gm Bubbly,OUT,82.95,0.0,103.0
100002324.0,Cadbury Dairy Milk 37Gm Hazelnut,OUT,32.0,0.0,0.0
100002324.0,Cadbury Dairy Milk 37Gm Hazelnut,PCS,3.0,0.0,0.0
100002324.0,Cadbury Dairy Milk 37Gm Hazelnut,PKT,10.95,0.0,0.0
100002325.0,Cadbury Dairy Milk 37Gm Fruit&Nut,PCS,3.0,0.0,0.0
100002325.0,Cadbury Dairy Milk 37Gm Fruit&Nut,OUT,32.0,0.0,0.0
100002326.0,Cadbury Dairy Milk 28Gm Bubbly,PCS,2.5,0.0,-1.0
100002326.0,Cadbury Dairy Milk 28Gm Bubbly,OUT,27.0,0.0,-1.0
100002328.0,Cadbury Time Out 32Gm Chocolate,OUT,59.85,0.0,0.0
100002328.0,Cadbury Time Out 32Gm Chocolate,PCS,3.15,0.0,0.0
100002329.0,Cadbury Flake Dipped 32Gm Chcolate,OUT,39.0,0.0,1.0
100002329.0,Cadbury Flake Dipped 32Gm Chcolate,PCS,3.5,0.0,1.0
100002330.0,Cadbury Flake 15Gm Chocolate,OUT,59.0,0.0,46.0
100002330.0,Cadbury Flake 15Gm Chocolate,PCS,1.49,0.0,46.0
100002332.0,Cadbury Grand Chocolate 335Gm,PCS,27.85,0.0,0.0
100002333.0,Cadbury Dairy Milk 37Gm Chocolate,PCS,3.0,0.0,0.0
100002333.0,Cadbury Dairy Milk 37Gm Chocolate,BOX,33.0,0.0,0.0
100002333.0,Cadbury Dairy Milk 37Gm Chocolate,OUT,10.95,0.0,0.0
100002334.0,Toblerone Chocolate 50Gm Milk,PCS,6.5,0.0,34.0
100002335.0,Toblerone Milk 100Gm Chocolate,OUT,60.0,0.0,12.0
100002335.0,Toblerone Milk 100Gm Chocolate,PCS,9.95,0.0,12.0
100002336.0,Toblerone Milk 35Gm Chocolate,PCS,4.75,0.0,33.0
100002337.0,Toblerone White 100Gm Chocolate,PCS,3.95,0.0,0.0
100002337.0,Toblerone White 100Gm Chocolate,OUT,115.5,0.0,0.0
100002343.0,Cote D`Or Whole Nut 45Gm Chocolate,PCS,4.75,0.0,0.0
100002343.0,Cote D`Or Whole Nut 45Gm Chocolate,OUT,120.75,0.0,0.0
100002356.0,Hershey`S Chocolate 35Gm Cookies,PCS,2.65,0.0,0.0
100002358.0,Hershey`S White Chocolate 35Gm Cookies,PCS,2.65,0.0,0.0
100002358.0,Hershey`S White Chocolate 35Gm Cookies,BOX,51.45,0.0,0.0
100002415.0,Cadbury Dairy Milk 11Gm Chocolate,OUT,13.15,0.0,3.0
100002415.0,Cadbury Dairy Milk 11Gm Chocolate,PCS,1.25,0.0,3.0
100002458.0,Choki Choki Chocolate Paste 36Gm(3X12Gm),PCS,1.5,0.0,0.0
100002458.0,Choki Choki Chocolate Paste 36Gm(3X12Gm),OUT,32.5,0.0,0.0
100003740.0,Bounty Minis 8`S 228Gm,PCS,13.0,0.0,0.0
100003741.0,Twix Minis 160Gm(8 Bars),PCS,11.0,0.0,0.0
100003742.0,Galaxy Minis 150Gm Hazelnut(12 Bars),PCS,13.0,0.0,0.0
100003743.0,Galaxy Minis 250Gm Caramel(20 Bars),PCS,18.0,0.0,0.0
100003746.0,Galaxy Minstres 42Gm Chocolate,PCS,4.75,0.0,31.0
100006665.0,Kinder Joy For Boys 20Gm,BOX,42.0,0.0,86.0
100006665.0,Kinder Joy For Boys 20Gm,OUT,10.95,0.0,86.0
100006665.0,Kinder Joy For Boys 20Gm,PCS,4.5,0.0,86.0
100006666.0,Kinder Joy For Girls 20Gm,BOX,57.75,0.0,107.0
100006666.0,Kinder Joy For Girls 20Gm,OUT,11.95,0.0,107.0
100006666.0,Kinder Joy For Girls 20Gm,PKT,52.5,0.0,107.0
100006666.0,Kinder Joy For Girls 20Gm,P3,10.5,0.0,107.0
100006666.0,Kinder Joy For Girls 20Gm,PCS,4.5,0.0,107.0
100007148.0,Halk Slim Coconut Chocolate 36Gm,PCS,1.05,0.0,0.0
100007148.0,Halk Slim Coconut Chocolate 36Gm,BOX,22.05,0.0,0.0
100007149.0,Halk Slim Milk Chocolate 36Gm,PCS,1.05,0.0,0.0
100007149.0,Halk Slim Milk Chocolate 36Gm,BOX,22.05,0.0,0.0
100008109.0,Cadbury Flake 32Gm Chocolate,PCS,3.5,0.0,0.0
100008109.0,Cadbury Flake 32Gm Chocolate,OUT,34.5,0.0,0.0
100008109.0,Cadbury Flake 32Gm Chocolate,BNDL,12.0,0.0,0.0
100008110.0,Cadbury Dairy Milk 90Gm Chocolate,PKT,14.95,0.0,0.0
100008110.0,Cadbury Dairy Milk 90Gm Chocolate,OUT,55.0,0.0,0.0
100008110.0,Cadbury Dairy Milk 90Gm Chocolate,PCS,6.5,0.0,0.0
100008111.0,Cadbury Dairy Milk 90Gm Hazelnut,PKT,15.95,0.0,0.0
100008111.0,Cadbury Dairy Milk 90Gm Hazelnut,PCS,7.0,0.0,0.0
100008259.0,Toblerone White 35Gm Chocolate,PCS,3.15,0.0,0.0
100008259.0,Toblerone White 35Gm Chocolate,OUT,63.0,0.0,0.0
100009668.0,Vochelle Hazelnut 45Gm Fruit&Nut,PCS,3.25,0.0,0.0
100009668.0,Vochelle Hazelnut 45Gm Fruit&Nut,OUT,15.75,0.0,0.0
100009688.0,Lindt Swiss Classic 100Gm Hazelnut Choco,PCS,22.0,0.0,7.0
100010070.0,Nestle Lion Chocolate 42Gm,PCS,4.5,0.0,7.0
100010486.0,Kinder Schoko Bons 12Ggm Mini Pouch,PCS,12.6,0.0,0.0
100010529.0,Galaxy Smooth Milk 22Gm Chocolate,PCS,2.0,0.0,0.0
100010529.0,Galaxy Smooth Milk 22Gm Chocolate,OUT,34.65,0.0,0.0
100010529.0,Galaxy Smooth Milk 22Gm Chocolate,PKT,7.35,0.0,0.0
100010542.0,Nestle Kitkat 46Gm Chunky,PCS,2.75,0.0,0.0
100010542.0,Nestle Kitkat 46Gm Chunky,OUT,53.55,0.0,0.0
100010542.0,Nestle Kitkat 46Gm Chunky,PKT,11.55,0.0,0.0
100010542.0,Nestle Kitkat 46Gm Chunky,BOX,27.3,0.0,0.0
100010567.0,Tiffany Break 2 Finger 12.5Gm,PCS,0.75,0.0,2.0
100010567.0,Tiffany Break 2 Finger 12.5Gm,OUT,10.95,0.0,2.0
100010568.0,Tiffany Break 4 Finger 25Gm,PCS,1.0,0.0,-4.0
100010568.0,Tiffany Break 4 Finger 25Gm,OUT,10.95,0.0,-4.0
100010569.0,Nestle Lion Chocolate 40Gm Peanut,PCS,2.5,0.0,0.0
100010570.0,Nestle After Eight Chocolate 200Gm,PCS,12.6,0.0,0.0
100010573.0,Cote D`Or Milk 47Gm Chocolate,PCS,4.75,0.0,0.0
100010668.0,Lindt Swiss Classic 100Gm White  Almonds,PCS,15.5,0.0,0.0
100010669.0,Lindt Swiss Classic 100Gm White Chocolat,PCS,13.5,0.0,0.0
100011006.0,Choco Bean Chocolate 500Gm,PKT,10.5,0.0,0.0
